LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
FRA,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2020,104.5930717,
FRA,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2021,104.4905925,
FRA,TEACHERSALARY,PRY15YREXP,IDX2010,A,2000,110.3126421,
FRA,TEACHERSALARY,PRY15YREXP,IDX2010,A,2005,105.439099,
FRA,TEACHERSALARY,PRY15YREXP,IDX2010,A,2006,104.7984423,
FRA,TEACHERSALARY,PRY15YREXP,IDX2010,A,2007,103.81107,
FRA,TEACHERSALARY,PRY15YREXP,IDX2010,A,2008,101.9617044,
FRA,TEACHERSALARY,PRY15YREXP,IDX2010,A,2009,101.9620472,
FRA,TEACHERSALARY,PRY15YREXP,IDX2010,A,2010,102.9893001,
FRA,TEACHERSALARY,PRY15YREXP,IDX2010,A,2011,101.948551,
FRA,TEACHERSALARY,PRY15YREXP,IDX2010,A,2012,100.3152185,
FRA,TEACHERSALARY,PRY15YREXP,IDX2010,A,2013,99.26746915,
FRA,TEACHERSALARY,PRY15YREXP,IDX2010,A,2014,100.1988532,
FRA,TEACHERSALARY,PRY15YREXP,IDX2010,A,2015,100,
FRA,TEACHERSALARY,PRY15YREXP,IDX2010,A,2016,99.83766906,
FRA,TEACHERSALARY,PRY15YREXP,IDX2010,A,2017,104.1459161,
FRA,TEACHERSALARY,PRY15YREXP,IDX2010,A,2018,103.7837243,
FRA,TEACHERSALARY,PRY15YREXP,IDX2010,A,2019,103.1039165,
FRA,TEACHERSALARY,PRY15YREXP,IDX2010,A,2020,103.7934259,
FRA,TEACHERSALARY,PRY15YREXP,IDX2010,A,2021,103.7327605,
FRA,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2000,107.3271371,
FRA,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2005,102.5834809,
FRA,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2006,101.9567711,
FRA,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2007,100.9853026,
FRA,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2008,99.19308136,
FRA,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2009,99.19358237,
FRA,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2010,100.1929674,
FRA,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2011,99.18057793,
FRA,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2012,97.59159154,
FRA,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2013,96.57228927,
FRA,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2014,96.18472178,
FRA,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2015,100,
FRA,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2016,99.83899121,
FRA,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2017,101.4630314,
FRA,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2018,101.2246706,
FRA,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2019,100.5632046,
FRA,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2020,104.5930717,
FRA,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2021,104.4905925,
FRA,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2000,110.3126421,
FRA,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2005,105.439099,
FRA,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2006,104.7984423,
FRA,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2007,103.81107,
FRA,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2008,101.9617044,
FRA,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2009,101.9620472,
FRA,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2010,102.9893001,
FRA,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2011,101.948551,
FRA,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2012,100.3152185,
FRA,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2013,99.26746915,
FRA,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2014,100.1988532,
FRA,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2015,100,
FRA,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2016,99.83766906,
FRA,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2017,104.1459161,
FRA,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2018,103.7837243,
FRA,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2019,103.1039165,
FRA,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2020,103.7934259,
FRA,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2021,103.7327605,
DEU,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2005,87.36754725,
DEU,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2006,86.55775095,
DEU,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2007,90.47416595,
DEU,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2008,89.9885777,
DEU,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2009,89.77498242,
DEU,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2010,92.25071579,
DEU,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2011,93.66861254,
DEU,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2012,93.94415331,
DEU,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2013,94.31096457,
DEU,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2014,95.69507437,
DEU,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2015,100,
DEU,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2016,101.6602157,
DEU,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2017,102.7944038,
DEU,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2018,103.3961302,
DEU,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2019,104.5502329,
DEU,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2020,107.6973358,
DEU,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2021,109.5788524,
DEU,TEACHERSALARY,PRY15YREXP,IDX2010,A,2005,87.67712807,
DEU,TEACHERSALARY,PRY15YREXP,IDX2010,A,2006,86.86446232,
DEU,TEACHERSALARY,PRY15YREXP,IDX2010,A,2007,90.332606,
DEU,TEACHERSALARY,PRY15YREXP,IDX2010,A,2008,89.4422352,
DEU,TEACHERSALARY,PRY15YREXP,IDX2010,A,2009,88.24700169,
DEU,TEACHERSALARY,PRY15YREXP,IDX2010,A,2010,90.3635827,
DEU,TEACHERSALARY,PRY15YREXP,IDX2010,A,2011,92.45729782,
DEU,TEACHERSALARY,PRY15YREXP,IDX2010,A,2012,93.60323564,
DEU,TEACHERSALARY,PRY15YREXP,IDX2010,A,2013,94.18164178,
DEU,TEACHERSALARY,PRY15YREXP,IDX2010,A,2014,95.66239929,
DEU,TEACHERSALARY,PRY15YREXP,IDX2010,A,2015,100,
DEU,TEACHERSALARY,PRY15YREXP,IDX2010,A,2016,101.558907,
DEU,TEACHERSALARY,PRY15YREXP,IDX2010,A,2017,102.6264093,
DEU,TEACHERSALARY,PRY15YREXP,IDX2010,A,2018,103.18554,
DEU,TEACHERSALARY,PRY15YREXP,IDX2010,A,2019,104.2426262,
DEU,TEACHERSALARY,PRY15YREXP,IDX2010,A,2020,106.7391876,
DEU,TEACHERSALARY,PRY15YREXP,IDX2010,A,2021,109.2527224,
DEU,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2005,93.35993298,
DEU,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2006,92.49459419,
DEU,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2007,91.75654121,
DEU,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2008,91.25560462,
DEU,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2009,92.28449869,
DEU,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2010,94.16161347,
DEU,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2011,95.45713136,
DEU,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2012,94.9656314,
DEU,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2013,95.30983953,
DEU,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2014,95.67316379,
DEU,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2015,100,
DEU,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2016,101.4124514,
DEU,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2017,102.4836729,
DEU,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2018,102.5449347,
DEU,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2019,103.6901189,
DEU,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2020,104.9937612,
DEU,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2021,107.0607952,
GRC,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2000,116.5755464,
GRC,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2005,136.2642649,
GRC,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2006,137.9052972,
GRC,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2007,131.5894935,
GRC,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2008,132.9987319,
GRC,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2009,136.1455256,
GRC,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2010,140.5576883,
GRC,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2011,121.8663699,
GRC,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2012,109.1877076,
GRC,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2013,104.1529862,
GRC,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2014,98.16636112,
GRC,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2015,100,
GRC,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2016,101.543255,
GRC,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2017,101.3203048,
GRC,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2018,99.53998051,
GRC,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2019,98.54851706,
GRC,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2020,100.1678894,
GRC,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2021,97.77915861,
GRC,TEACHERSALARY,PRY15YREXP,IDX2010,A,2000,116.5755464,
GRC,TEACHERSALARY,PRY15YREXP,IDX2010,A,2005,136.2642649,
GRC,TEACHERSALARY,PRY15YREXP,IDX2010,A,2006,137.9052972,
GRC,TEACHERSALARY,PRY15YREXP,IDX2010,A,2007,131.5894935,
GRC,TEACHERSALARY,PRY15YREXP,IDX2010,A,2008,132.9987319,
GRC,TEACHERSALARY,PRY15YREXP,IDX2010,A,2009,136.1455256,
GRC,TEACHERSALARY,PRY15YREXP,IDX2010,A,2010,140.5576883,
GRC,TEACHERSALARY,PRY15YREXP,IDX2010,A,2011,121.8663699,
GRC,TEACHERSALARY,PRY15YREXP,IDX2010,A,2012,109.1877076,
GRC,TEACHERSALARY,PRY15YREXP,IDX2010,A,2013,104.1529862,
GRC,TEACHERSALARY,PRY15YREXP,IDX2010,A,2014,98.16636112,
GRC,TEACHERSALARY,PRY15YREXP,IDX2010,A,2015,100,
GRC,TEACHERSALARY,PRY15YREXP,IDX2010,A,2016,101.543255,
GRC,TEACHERSALARY,PRY15YREXP,IDX2010,A,2017,101.3203048,
GRC,TEACHERSALARY,PRY15YREXP,IDX2010,A,2018,99.53998051,
GRC,TEACHERSALARY,PRY15YREXP,IDX2010,A,2019,98.54851706,
GRC,TEACHERSALARY,PRY15YREXP,IDX2010,A,2020,100.1678894,
GRC,TEACHERSALARY,PRY15YREXP,IDX2010,A,2021,97.77915861,
GRC,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2000,116.5755464,
GRC,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2005,136.2642649,
GRC,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2006,137.9052972,
GRC,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2007,131.5894935,
GRC,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2008,132.9987319,
GRC,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2009,136.1455256,
GRC,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2010,140.5576883,
GRC,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2011,121.8663699,
GRC,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2012,109.1877076,
GRC,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2013,104.1529862,
GRC,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2014,98.16636112,
GRC,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2015,100,
GRC,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2016,101.543255,
GRC,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2017,101.3203048,
GRC,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2018,99.53998051,
GRC,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2019,98.54851706,
GRC,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2020,100.1678894,
GRC,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2021,97.77915861,
GRC,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2000,116.5755464,
GRC,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2005,136.2642649,
GRC,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2006,137.9052972,
GRC,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2007,131.5894935,
GRC,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2008,132.9987319,
GRC,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2009,136.1455256,
GRC,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2010,140.5576883,
GRC,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2011,121.8663699,
GRC,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2012,109.1877076,
GRC,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2013,104.1529862,
GRC,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2014,98.16636112,
GRC,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2015,100,
GRC,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2016,101.543255,
GRC,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2017,101.3203048,
GRC,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2018,99.53998051,
GRC,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2019,98.54851706,
GRC,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2020,100.1678894,
GRC,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2021,97.77915861,
HUN,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2000,61.72157824,
HUN,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2005,97.30547444,
HUN,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2006,95.31566628,
HUN,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2007,91.3504433,
HUN,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2008,89.32471785,
HUN,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2009,79.08460218,
HUN,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2010,76.27930442,
HUN,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2011,73.58590056,
HUN,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2012,69.61417162,
HUN,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2013,66.683777,
HUN,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2014,97.52705056,
HUN,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2015,100,
HUN,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2016,102.6462391,
HUN,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2017,103.8067008,
HUN,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2018,103.6345949,
HUN,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2019,99.68714526,
HUN,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2020,96.05360706,
HUN,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2021,101.4117078,
HUN,TEACHERSALARY,PRY15YREXP,IDX2010,A,2000,61.72157824,
HUN,TEACHERSALARY,PRY15YREXP,IDX2010,A,2005,97.30547444,
HUN,TEACHERSALARY,PRY15YREXP,IDX2010,A,2006,95.31566628,
HUN,TEACHERSALARY,PRY15YREXP,IDX2010,A,2007,91.3504433,
HUN,TEACHERSALARY,PRY15YREXP,IDX2010,A,2008,89.32471785,
HUN,TEACHERSALARY,PRY15YREXP,IDX2010,A,2009,79.08460218,
HUN,TEACHERSALARY,PRY15YREXP,IDX2010,A,2010,76.27930442,
HUN,TEACHERSALARY,PRY15YREXP,IDX2010,A,2011,73.58590056,
HUN,TEACHERSALARY,PRY15YREXP,IDX2010,A,2012,69.61417162,
HUN,TEACHERSALARY,PRY15YREXP,IDX2010,A,2013,66.683777,
HUN,TEACHERSALARY,PRY15YREXP,IDX2010,A,2014,97.52705056,
HUN,TEACHERSALARY,PRY15YREXP,IDX2010,A,2015,100,
HUN,TEACHERSALARY,PRY15YREXP,IDX2010,A,2016,102.6462391,
HUN,TEACHERSALARY,PRY15YREXP,IDX2010,A,2017,103.8067008,
HUN,TEACHERSALARY,PRY15YREXP,IDX2010,A,2018,103.6345949,
HUN,TEACHERSALARY,PRY15YREXP,IDX2010,A,2019,99.68714526,
HUN,TEACHERSALARY,PRY15YREXP,IDX2010,A,2020,96.05360706,
HUN,TEACHERSALARY,PRY15YREXP,IDX2010,A,2021,101.4117078,
HUN,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2000,70.62126675,
HUN,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2005,110.6687635,
HUN,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2006,103.7091117,
HUN,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2007,103.634439,
HUN,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2008,97.57129848,
HUN,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2009,86.34468092,
HUN,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2010,81.87984966,
HUN,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2011,79.15114863,
HUN,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2012,73.15642519,
HUN,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2013,71.91275074,
HUN,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2014,97.16121504,
HUN,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2015,100,
HUN,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2016,103.0004572,
HUN,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2017,104.5001543,
HUN,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2018,104.6988947,
HUN,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2019,100.7109058,
HUN,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2020,97.04005217,
HUN,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2021,102.4531792,
HUN,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2000,51.71175886,
HUN,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2005,87.0223716,
HUN,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2006,89.35143602,
HUN,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2007,85.42457591,
HUN,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2008,82.92248596,
HUN,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2009,73.50453319,
HUN,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2010,70.87908844,
HUN,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2011,68.5174474,
HUN,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2012,65.47905695,
HUN,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2013,62.82267277,
HUN,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2014,97.52705056,
HUN,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2015,100,
HUN,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2016,102.6462391,
HUN,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2017,103.8067008,
HUN,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2018,103.6345949,
HUN,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2019,99.68714526,
HUN,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2020,96.05360706,
HUN,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2021,101.4117078,
IRL,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2000,70.32766196,
IRL,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2005,86.49786807,
IRL,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2006,89.77329274,
IRL,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2007,92.07026096,
IRL,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2008,92.07237016,
IRL,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2009,99.92057651,
IRL,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2010,103.6553895,
IRL,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2011,103.8467089,
IRL,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2012,102.7921341,
IRL,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2013,101.7849632,
IRL,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2014,100.9151495,
IRL,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2015,100,
IRL,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2016,99.25180422,
IRL,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2017,101.5654513,
IRL,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2018,102.3007429,
IRL,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2019,101.2216572,
IRL,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2020,101.6046247,
IRL,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2021,101.5990037,
IRL,TEACHERSALARY,PRY15YREXP,IDX2010,A,2000,70.29564132,
IRL,TEACHERSALARY,PRY15YREXP,IDX2010,A,2005,86.45778973,
IRL,TEACHERSALARY,PRY15YREXP,IDX2010,A,2006,89.73436085,
IRL,TEACHERSALARY,PRY15YREXP,IDX2010,A,2007,92.02969186,
IRL,TEACHERSALARY,PRY15YREXP,IDX2010,A,2008,92.03114336,
IRL,TEACHERSALARY,PRY15YREXP,IDX2010,A,2009,99.8757886,
IRL,TEACHERSALARY,PRY15YREXP,IDX2010,A,2010,103.6553895,
IRL,TEACHERSALARY,PRY15YREXP,IDX2010,A,2011,103.8467089,
IRL,TEACHERSALARY,PRY15YREXP,IDX2010,A,2012,102.7921341,
IRL,TEACHERSALARY,PRY15YREXP,IDX2010,A,2013,101.7849632,
IRL,TEACHERSALARY,PRY15YREXP,IDX2010,A,2014,100.9151495,
IRL,TEACHERSALARY,PRY15YREXP,IDX2010,A,2015,100,
IRL,TEACHERSALARY,PRY15YREXP,IDX2010,A,2016,99.25180422,
IRL,TEACHERSALARY,PRY15YREXP,IDX2010,A,2017,101.5968759,
IRL,TEACHERSALARY,PRY15YREXP,IDX2010,A,2018,102.3549134,
IRL,TEACHERSALARY,PRY15YREXP,IDX2010,A,2019,101.2841694,
IRL,TEACHERSALARY,PRY15YREXP,IDX2010,A,2020,101.6828027,
IRL,TEACHERSALARY,PRY15YREXP,IDX2010,A,2021,101.6491768,
IRL,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2000,70.32766196,
IRL,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2005,86.49786807,
IRL,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2006,89.77329274,
IRL,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2007,92.07026096,
IRL,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2008,92.07237016,
IRL,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2009,99.92057651,
IRL,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2010,103.6553895,
IRL,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2011,103.8467089,
IRL,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2012,102.7921341,
IRL,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2013,101.7849632,
IRL,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2014,100.9151495,
IRL,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2015,100,
IRL,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2016,99.25180422,
IRL,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2017,101.5654513,
IRL,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2018,102.3007429,
IRL,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2019,101.2216572,
IRL,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2020,101.6046247,
IRL,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2021,101.5990037,
ITA,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2000,101.8552621,
ITA,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2005,107.2864534,
ITA,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2006,106.0099184,
ITA,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2007,104.5702284,
ITA,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2008,104.460237,
ITA,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2009,106.682576,
ITA,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2010,107.2039165,
ITA,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2011,105.6012815,
